,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
529,35.0,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,2132.0,1,No,14,3.0,2,2,2.0,3,5.0,0
530,28.0,No,Travel_Rarely,Research & Development,25,2,Medical,3,Male,2,2,Healthcare Representative,4,Divorced,2408.0,7,No,13,3.0,3,2,3.0,3,1.0,2
531,37.0,No,Travel_Rarely,Sales,12,4,Marketing,2,Male,3,2,Sales Executive,4,Divorced,4284.0,3,Yes,12,4.0,3,2,2.0,3,5.0,0
532,56.0,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,2339.0,4,No,21,3.0,3,0,4.0,3,10.0,8
533,37.0,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Male,2,2,Sales Executive,3,Married,5768.0,1,Yes,13,3.0,1,1,2.0,3,4.0,9
534,40.0,No,Travel_Frequently,Sales,1,1,Medical,4,Male,3,2,Sales Executive,1,Single,5094.0,7,No,20,3.0,4,0,6.0,4,1.0,7
535,23.0,No,Travel_Rarely,Research & Development,10,4,Other,4,Male,3,2,Healthcare Representative,4,Married,2904.0,2,Yes,13,4.0,4,0,2.0,4,4.0,2
536,59.0,Yes,Travel_Rarely,Human Resources,6,4,Human Resources,3,Female,3,1,Human Resources,1,Divorced,7637.0,4,Yes,22,3.0,4,0,4.0,3,21.0,2
537,35.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,4,2,Manufacturing Director,2,Married,6201.0,1,Yes,20,3.0,2,1,2.0,3,10.0,2
538,31.0,Yes,Travel_Rarely,Research & Development,25,4,Life Sciences,4,Male,3,1,Research Scientist,2,Divorced,2657.0,1,Yes,19,3.0,1,1,5.0,2,2.0,2
539,55.0,No,Travel_Rarely,Sales,2,3,Other,4,Female,3,2,Sales Executive,2,Married,16835.0,0,No,19,3.0,2,1,2.0,4,10.0,7
540,37.0,No,Travel_Rarely,Research & Development,8,3,Medical,2,Male,4,1,Research Scientist,3,Married,4189.0,7,No,17,3.0,1,0,2.0,3,5.0,2
541,26.0,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,2340.0,1,No,22,3.0,3,0,3.0,2,18.0,0
542,31.0,No,Travel_Frequently,Research & Development,9,2,Medical,1,Male,3,2,Manufacturing Director,1,Married,9824.0,1,No,25,3.0,4,1,2.0,3,1.0,0
543,29.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,4187.0,1,No,13,3.0,3,1,3.0,3,10.0,0
544,38.0,No,Travel_Rarely,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,Single,4788.0,1,No,16,3.0,1,0,3.0,3,9.0,3
545,56.0,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,1,Human Resources,1,Divorced,2587.0,4,Yes,15,3.0,4,3,3.0,3,4.0,2
546,44.0,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,3388.0,2,No,17,3.0,3,0,0.0,1,1.0,1
547,42.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,4,Research Director,3,Married,2696.0,3,No,19,3.0,3,0,5.0,3,3.0,1
548,30.0,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Female,4,1,Research Scientist,2,Divorced,3204.0,1,Yes,16,3.0,1,1,3.0,2,3.0,2
549,31.0,No,Travel_Frequently,Sales,3,3,Other,4,Female,1,2,Sales Executive,1,Single,5098.0,3,No,18,3.0,4,0,3.0,3,3.0,9
550,29.0,Yes,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,1,Single,9852.0,7,No,11,3.0,3,0,1.0,2,8.0,0
551,27.0,No,Travel_Rarely,Research & Development,6,3,Medical,4,Female,2,2,Manufacturing Director,2,Single,2279.0,6,Yes,15,3.0,4,0,2.0,3,7.0,4
552,34.0,No,Travel_Rarely,Human Resources,1,2,Life Sciences,3,Male,3,1,Human Resources,4,Divorced,9888.0,1,No,15,4.0,2,1,3.0,3,14.0,2
553,41.0,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,2,Sales Executive,2,Married,10447.0,1,No,18,3.0,1,1,3.0,3,22.0,7
554,31.0,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,1,Single,2001.0,1,Yes,11,3.0,1,0,2.0,3,5.0,8
555,24.0,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,3,1,Laboratory Technician,4,Single,1555.0,1,No,13,4.0,3,0,2.0,3,1.0,9
556,36.0,No,Travel_Frequently,Research & Development,6,3,Medical,2,Female,1,2,Research Scientist,4,Divorced,4639.0,7,Yes,12,3.0,4,3,2.0,3,15.0,11
557,42.0,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,3,Female,2,1,Laboratory Technician,3,Single,4789.0,5,No,16,3.0,3,0,3.0,3,3.0,2
558,31.0,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,2,3,Healthcare Representative,1,Married,6172.0,2,Yes,13,3.0,3,1,3.0,3,7.0,0
559,29.0,No,Travel_Rarely,Research & Development,1,4,Medical,4,Female,2,1,Laboratory Technician,3,Married,2210.0,6,No,12,3.0,2,1,3.0,3,1.0,0
560,32.0,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,3346.0,0,No,12,4.0,3,2,3.0,2,1.0,3
561,42.0,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Male,3,1,Laboratory Technician,3,Divorced,3968.0,3,Yes,13,3.0,1,2,3.0,3,0.0,7
562,29.0,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,5647.0,1,Yes,12,3.0,4,1,2.0,3,7.0,0
563,47.0,No,Non-Travel,Research & Development,1,1,Life Sciences,4,Male,3,1,Research Scientist,1,Single,4978.0,1,No,13,3.0,4,0,3.0,3,1.0,0
564,28.0,No,Non-Travel,Sales,1,4,Medical,2,Male,2,1,Sales Representative,2,Married,5249.0,0,No,14,3.0,2,1,0.0,3,8.0,2
565,45.0,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,2,Single,4788.0,1,No,14,4.0,4,0,0.0,3,1.0,0
566,21.0,No,Travel_Frequently,Human Resources,26,4,Life Sciences,3,Female,3,3,Human Resources,4,Single,2625.0,1,Yes,16,4.0,3,0,2.0,3,2.0,0
567,33.0,No,Travel_Rarely,Research & Development,18,3,Medical,3,Male,3,2,Manufacturing Director,3,Divorced,4577.0,2,No,14,3.0,3,1,4.0,2,3.0,7
568,23.0,No,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,1601.0,7,No,14,4.0,2,0,5.0,3,0.0,11
569,59.0,No,Travel_Frequently,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,4647.0,4,No,11,4.0,2,0,3.0,4,6.0,2
570,30.0,No,Travel_Frequently,Research & Development,19,1,Medical,4,Female,3,1,Laboratory Technician,4,Married,2613.0,3,No,11,4.0,3,3,2.0,2,10.0,2
571,47.0,No,Travel_Rarely,Sales,28,3,Marketing,3,Female,2,3,Sales Executive,1,Married,5070.0,4,No,19,3.0,4,0,2.0,4,5.0,13
572,42.0,No,Travel_Frequently,Research & Development,2,1,Medical,4,Male,2,1,Research Scientist,4,Single,18430.0,0,Yes,20,3.0,4,0,3.0,2,24.0,2
573,40.0,No,Non-Travel,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,13757.0,2,Yes,11,3.0,3,1,5.0,3,9.0,2
574,21.0,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,6755.0,1,No,13,3.0,1,1,2.0,1,2.0,8
575,52.0,No,Non-Travel,Research & Development,1,3,Technical Degree,3,Male,1,3,Manufacturing Director,1,Divorced,3482.0,2,Yes,21,3.0,3,1,3.0,3,9.0,7
576,28.0,No,Travel_Rarely,Research & Development,8,3,Medical,3,Male,3,1,Research Scientist,4,Single,3441.0,1,No,11,3.0,3,0,3.0,2,2.0,2
577,42.0,No,Travel_Frequently,Sales,18,4,Medical,2,Female,3,2,Sales Executive,1,Married,4523.0,0,No,16,3.0,4,1,4.0,1,6.0,3
578,50.0,No,Travel_Rarely,Sales,10,3,Technical Degree,3,Male,3,2,Sales Executive,4,Single,17639.0,1,Yes,13,3.0,2,0,3.0,3,4.0,3
579,36.0,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Female,3,1,Laboratory Technician,4,Married,6962.0,5,Yes,13,4.0,3,1,2.0,1,1.0,4
580,27.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Male,3,2,Manufacturing Director,1,Married,4851.0,1,No,12,4.0,3,1,4.0,3,9.0,3
581,38.0,No,Travel_Rarely,Research & Development,3,4,Medical,1,Female,2,1,Research Scientist,4,Single,1081.0,0,No,13,3.0,4,0,4.0,3,1.0,2
583,27.0,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,3,1,Research Scientist,3,Married,2318.0,4,Yes,11,3.0,2,0,2.0,3,1.0,2
584,49.0,No,Travel_Rarely,Research & Development,18,4,Life Sciences,3,Female,4,1,Laboratory Technician,4,Married,3622.0,4,No,18,3.0,4,2,3.0,3,15.0,0
585,41.0,No,Travel_Rarely,Sales,10,4,Marketing,4,Male,3,2,Sales Executive,3,Divorced,3072.0,1,Yes,12,3.0,4,1,3.0,4,1.0,2
586,41.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Female,4,5,Manager,1,Divorced,4393.0,1,No,14,4.0,4,2,3.0,2,5.0,9
587,25.0,No,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,8446.0,0,No,18,3.0,4,0,2.0,3,3.0,4
588,55.0,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3408.0,0,Yes,14,3.0,4,0,2.0,3,4.0,2
589,29.0,No,Travel_Rarely,Sales,14,3,Medical,3,Female,3,2,Sales Executive,3,Married,16124.0,3,Yes,17,3.0,3,1,2.0,2,7.0,4
590,29.0,No,Travel_Rarely,Sales,26,3,Marketing,1,Female,2,2,Sales Executive,1,Married,3760.0,1,No,15,4.0,1,1,5.0,3,3.0,7
591,37.0,No,Non-Travel,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,3055.0,1,No,18,3.0,1,0,2.0,2,9.0,7
592,37.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,9602.0,1,Yes,15,3.0,4,1,3.0,3,3.0,8
593,32.0,No,Travel_Frequently,Research & Development,2,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,6524.0,9,Yes,11,3.0,4,0,3.0,3,10.0,14
594,44.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,5454.0,3,No,14,4.0,1,1,2.0,3,8.0,2
595,41.0,No,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Male,3,3,Manager,2,Married,10673.0,6,No,11,3.0,2,2,2.0,3,2.0,6
596,31.0,No,Travel_Frequently,Human Resources,10,3,Medical,1,Female,3,1,Human Resources,4,Married,2789.0,0,No,14,3.0,4,1,5.0,3,2.0,2
597,40.0,No,Travel_Rarely,Sales,1,2,Marketing,2,Male,3,3,Sales Executive,1,Divorced,9094.0,1,No,25,3.0,3,3,2.0,3,5.0,13
598,50.0,No,Travel_Frequently,Sales,14,2,Life Sciences,4,Male,3,2,Sales Executive,1,Married,18200.0,1,No,15,3.0,3,1,2.0,3,32.0,4
599,46.0,No,Travel_Rarely,Research & Development,6,1,Medical,4,Male,2,3,Healthcare Representative,1,Married,2086.0,4,No,15,3.0,1,1,3.0,3,6.0,7
600,45.0,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,4898.0,1,No,18,3.0,1,1,3.0,3,4.0,3
601,33.0,No,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Female,3,1,Laboratory Technician,3,Single,2909.0,4,No,13,3.0,4,0,3.0,3,8.0,0
602,41.0,No,Travel_Frequently,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,4103.0,3,Yes,12,3.0,2,1,3.0,2,9.0,7
604,42.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Male,3,4,Manager,4,Married,19232.0,2,No,13,3.0,4,0,3.0,1,22.0,2
605,28.0,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,8463.0,2,No,14,3.0,4,1,4.0,3,5.0,2
606,42.0,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Female,3,1,Laboratory Technician,1,Single,15992.0,1,No,19,3.0,2,0,2.0,3,1.0,0
607,59.0,No,Travel_Frequently,Research & Development,1,3,Medical,3,Female,3,1,Laboratory Technician,1,Single,5473.0,0,No,13,3.0,4,0,2.0,2,4.0,7
608,37.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,6447.0,2,No,18,3.0,2,1,3.0,4,6.0,7
609,29.0,No,Travel_Rarely,Research & Development,18,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Married,4262.0,1,Yes,14,3.0,4,2,2.0,4,3.0,2
610,54.0,No,Travel_Rarely,Research & Development,1,4,Other,3,Female,4,2,Healthcare Representative,2,Married,5485.0,1,Yes,13,3.0,1,1,4.0,3,5.0,5
611,42.0,No,Travel_Rarely,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,Married,4071.0,1,Yes,12,4.0,3,3,2.0,2,1.0,2
612,59.0,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,2,Manufacturing Director,2,Married,10512.0,1,No,15,3.0,3,0,6.0,3,9.0,2
613,35.0,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Executive,4,Married,2572.0,0,Yes,22,3.0,1,1,1.0,3,3.0,6
614,40.0,No,Travel_Frequently,Sales,9,2,Medical,4,Female,1,2,Sales Executive,4,Divorced,4422.0,0,No,17,3.0,4,3,3.0,4,1.0,7
615,38.0,No,Travel_Rarely,Research & Development,18,1,Medical,1,Male,3,3,Healthcare Representative,3,Married,9924.0,5,No,11,3.0,4,0,3.0,2,9.0,2
616,25.0,No,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Female,3,2,Healthcare Representative,3,Married,2187.0,0,Yes,16,3.0,2,0,3.0,3,2.0,2
617,31.0,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,4193.0,0,No,15,4.0,3,1,5.0,2,13.0,2
618,29.0,No,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,4,Manager,3,Married,4554.0,2,No,14,3.0,3,1,3.0,2,10.0,6
619,34.0,No,Travel_Rarely,Research & Development,20,5,Medical,2,Female,3,4,Healthcare Representative,3,Married,6712.0,2,Yes,15,4.0,3,1,3.0,3,8.0,8
620,34.0,No,Non-Travel,Human Resources,2,5,Medical,4,Female,4,2,Human Resources,1,Married,2029.0,7,No,16,4.0,1,1,4.0,4,5.0,3
621,22.0,No,Non-Travel,Sales,2,1,Marketing,3,Female,3,2,Sales Executive,2,Married,2814.0,0,Yes,13,3.0,1,3,2.0,2,4.0,2
622,40.0,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,13675.0,1,Yes,14,3.0,4,0,3.0,3,2.0,0
623,24.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,2,2,Laboratory Technician,4,Married,3202.0,1,Yes,12,3.0,3,2,4.0,2,5.0,8
624,19.0,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,2593.0,1,No,14,3.0,2,1,4.0,3,9.0,8
625,18.0,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,2,2,Sales Executive,4,Single,8237.0,5,No,17,3.0,4,0,3.0,3,7.0,1
626,31.0,No,Travel_Frequently,Research & Development,12,3,Medical,4,Female,3,2,Healthcare Representative,4,Married,5468.0,0,Yes,11,3.0,3,2,3.0,1,12.0,7
627,31.0,No,Travel_Frequently,Research & Development,18,1,Medical,2,Male,3,1,Laboratory Technician,4,Single,2610.0,1,No,13,3.0,1,0,5.0,3,2.0,1
628,39.0,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,5902.0,1,Yes,25,3.0,2,0,3.0,4,15.0,1
629,41.0,Yes,Travel_Rarely,Research & Development,22,4,Medical,4,Female,3,2,Manufacturing Director,3,Married,4907.0,1,Yes,15,4.0,4,2,3.0,2,5.0,2
630,38.0,No,Travel_Rarely,Research & Development,1,2,Medical,4,Female,3,4,Research Director,4,Divorced,12061.0,9,No,22,3.0,3,1,2.0,2,10.0,4
631,43.0,No,Travel_Frequently,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,2342.0,1,No,13,4.0,4,1,6.0,3,7.0,4
632,47.0,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,15972.0,1,No,16,3.0,2,1,2.0,2,3.0,2
633,49.0,No,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Male,3,2,Research Scientist,3,Single,6651.0,3,Yes,20,3.0,2,0,0.0,3,3.0,2
634,33.0,No,Travel_Frequently,Sales,16,3,Life Sciences,2,Male,3,2,Sales Executive,2,Single,7725.0,2,No,12,4.0,2,0,2.0,4,13.0,2
635,23.0,No,Travel_Rarely,Sales,20,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,2819.0,1,No,14,3.0,4,0,3.0,3,3.0,7
636,33.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,2851.0,0,No,11,3.0,1,3,2.0,3,1.0,8
637,41.0,No,Travel_Frequently,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,2996.0,1,Yes,13,3.0,2,1,2.0,2,4.0,0
638,24.0,No,Non-Travel,Research & Development,1,4,Life Sciences,4,Male,3,3,Manufacturing Director,3,Divorced,3162.0,7,No,17,3.0,1,1,2.0,1,5.0,4
639,29.0,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,2119.0,1,No,19,3.0,3,1,4.0,3,7.0,2
640,50.0,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,Married,3690.0,1,No,13,3.0,1,1,2.0,3,3.0,7
641,29.0,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,2062.0,2,No,11,3.0,3,1,2.0,2,3.0,2
642,42.0,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,5538.0,3,Yes,22,4.0,4,1,2.0,1,0.0,0
643,29.0,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,1,Laboratory Technician,3,Divorced,5441.0,8,No,12,4.0,2,1,4.0,2,3.0,2
644,44.0,No,Travel_Rarely,Sales,1,2,Technical Degree,2,Female,3,3,Manager,4,Married,13320.0,3,Yes,14,3.0,3,1,2.0,1,12.0,4
645,31.0,No,Travel_Rarely,Sales,2,3,Medical,2,Female,3,4,Manager,2,Divorced,3929.0,4,No,22,4.0,4,1,2.0,2,4.0,9
646,30.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,6877.0,0,No,18,4.0,2,1,4.0,3,1.0,2
647,32.0,No,Travel_Frequently,Sales,26,2,Life Sciences,3,Male,3,4,Manager,4,Married,3433.0,1,Yes,12,3.0,4,2,3.0,4,5.0,12
648,50.0,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,3,1,Research Scientist,3,Divorced,19926.0,1,No,12,3.0,4,2,5.0,3,5.0,2
649,36.0,Yes,Non-Travel,Research & Development,4,1,Technical Degree,4,Female,3,1,Laboratory Technician,4,Married,5674.0,1,Yes,15,3.0,2,1,3.0,4,9.0,7
650,46.0,No,Travel_Rarely,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,19328.0,1,Yes,13,3.0,3,1,3.0,3,2.0,3
651,28.0,No,Travel_Rarely,Sales,15,4,Marketing,2,Male,3,4,Sales Executive,1,Single,6392.0,0,No,12,3.0,1,0,6.0,3,2.0,8
652,19.0,No,Travel_Rarely,Research & Development,8,1,Other,3,Male,1,2,Healthcare Representative,1,Married,2552.0,3,No,13,3.0,3,1,4.0,3,1.0,7
653,45.0,No,Travel_Rarely,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4581.0,1,No,11,4.0,4,1,3.0,3,5.0,2
654,33.0,Yes,Travel_Frequently,Research & Development,14,4,Life Sciences,2,Male,3,1,Research Scientist,2,Married,4682.0,9,Yes,18,3.0,1,3,6.0,3,7.0,4
655,38.0,No,Non-Travel,Research & Development,2,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,5329.0,0,Yes,18,3.0,2,1,2.0,1,13.0,2
656,30.0,No,Travel_Rarely,Research & Development,9,4,Medical,2,Female,3,2,Research Scientist,3,Single,9667.0,1,No,19,3.0,2,0,3.0,3,7.0,7
657,42.0,No,Travel_Frequently,Sales,3,3,Medical,2,Male,3,1,Sales Representative,2,Married,4968.0,1,No,19,4.0,4,1,3.0,3,5.0,0
658,30.0,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,4,1,Research Scientist,4,Married,2720.0,1,No,13,3.0,4,1,3.0,3,5.0,5
659,30.0,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Female,2,2,Laboratory Technician,4,Single,5010.0,1,No,16,3.0,3,0,0.0,2,11.0,4
660,44.0,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Male,3,2,Sales Executive,3,Single,2818.0,9,No,14,4.0,1,0,2.0,3,3.0,2
661,28.0,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,2070.0,2,No,13,3.0,4,3,2.0,3,5.0,7
662,35.0,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,4,Female,2,1,Research Scientist,4,Single,4425.0,1,Yes,24,3.0,2,0,2.0,2,8.0,0
663,35.0,No,Travel_Frequently,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,4930.0,7,No,16,3.0,3,0,2.0,3,5.0,0
664,35.0,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,10685.0,6,No,21,4.0,4,0,2.0,3,17.0,2
665,42.0,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,7880.0,9,No,17,3.0,3,0,3.0,3,8.0,12
666,35.0,No,Travel_Frequently,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2404.0,7,Yes,15,3.0,4,0,2.0,3,2.0,4
667,41.0,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,4,Manager,1,Married,4721.0,1,Yes,14,3.0,4,0,3.0,3,18.0,9
668,40.0,No,Travel_Rarely,Sales,2,2,Medical,2,Male,2,3,Sales Executive,3,Married,19833.0,1,No,13,3.0,2,2,3.0,3,21.0,9
669,26.0,No,Travel_Frequently,Research & Development,11,3,Medical,1,Male,3,1,Research Scientist,2,Married,2544.0,1,No,13,3.0,4,1,3.0,3,7.0,1
670,37.0,No,Travel_Rarely,Research & Development,15,2,Medical,2,Female,3,2,Healthcare Representative,4,Married,3629.0,0,Yes,13,3.0,1,1,6.0,3,3.0,7
671,32.0,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,3,2,Laboratory Technician,4,Single,1009.0,1,No,23,3.0,4,0,3.0,3,6.0,8
672,43.0,Yes,Travel_Rarely,Research & Development,16,4,Technical Degree,4,Female,1,1,Research Scientist,1,Married,16064.0,1,Yes,23,4.0,2,1,6.0,3,17.0,2
673,23.0,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Female,4,2,Sales Executive,4,Married,8008.0,4,No,11,3.0,2,1,4.0,2,5.0,7
674,35.0,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,4,4,Research Director,3,Divorced,3506.0,4,No,19,3.0,3,1,3.0,3,3.0,1
675,26.0,No,Travel_Frequently,Sales,1,3,Life Sciences,1,Female,2,1,Sales Representative,1,Single,6397.0,4,No,14,3.0,1,0,6.0,2,6.0,0
676,30.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,1,3,Manufacturing Director,4,Single,7140.0,4,No,11,3.0,1,0,2.0,2,7.0,4
677,31.0,No,Travel_Rarely,Research & Development,21,2,Medical,3,Male,3,2,Manufacturing Director,3,Divorced,4189.0,2,No,16,3.0,2,1,4.0,3,5.0,3
678,38.0,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Female,2,1,Research Scientist,2,Divorced,3306.0,5,No,12,3.0,4,1,5.0,3,9.0,2
679,40.0,No,Travel_Rarely,Sales,4,2,Marketing,4,Male,2,5,Manager,2,Married,19049.0,2,No,14,3.0,3,1,4.0,3,8.0,4
680,33.0,No,Travel_Frequently,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,Single,4025.0,2,No,18,3.0,3,0,3.0,3,14.0,2
681,58.0,No,Non-Travel,Sales,7,3,Medical,4,Male,3,2,Sales Executive,1,Married,16291.0,0,No,14,4.0,1,2,0.0,3,16.0,3
682,50.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Research Scientist,2,Single,19237.0,1,No,13,3.0,4,0,2.0,4,8.0,0
683,35.0,No,Travel_Rarely,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,1420.0,3,No,18,3.0,3,1,3.0,3,3.0,2
684,40.0,No,Travel_Frequently,Research & Development,7,2,Medical,4,Male,3,3,Manufacturing Director,3,Divorced,19406.0,6,No,13,3.0,2,1,4.0,3,4.0,7
685,39.0,No,Travel_Rarely,Sales,2,3,Other,4,Female,3,2,Sales Executive,4,Single,12742.0,1,No,22,3.0,3,0,3.0,3,21.0,5
686,43.0,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Male,1,2,Sales Executive,4,Single,2089.0,5,No,12,3.0,1,0,3.0,3,5.0,2
687,40.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,4,Manufacturing Director,4,Single,6380.0,3,Yes,13,3.0,1,0,2.0,3,6.0,3
688,31.0,Yes,Travel_Frequently,Research & Development,17,2,Life Sciences,4,Male,3,1,Laboratory Technician,2,Married,5617.0,1,No,13,3.0,1,1,4.0,1,7.0,0
689,52.0,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Female,3,2,Laboratory Technician,3,Married,3212.0,1,No,18,3.0,1,1,3.0,3,2.0,4
690,30.0,No,Travel_Rarely,Research & Development,4,4,Medical,1,Male,2,1,Laboratory Technician,2,Married,7898.0,8,No,11,3.0,4,0,2.0,3,10.0,4
691,42.0,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,3,3,Healthcare Representative,1,Married,6712.0,4,No,12,3.0,3,2,4.0,3,2.0,2
